order_id,customer_id,item_id,plant,order_date,requested_ship_date,promised_ship_date,order_priority,order_qty,current_available_qty,historical_lead_time_days,supplier_reliability_score,num_open_orders_customer,past_due_invoices_flag,weekday_ordered,month_ordered,late_flag
O100205,C0229,ITEM0005,PLANT_B,2024-04-07,2024-04-18,2024-04-17,3,240,294,10.4,1.0,14,1,6,4,1
O100206,C0353,ITEM0176,PLANT_A,2024-10-05,2024-10-14,2024-10-15,2,343,585,9.6,1.0,4,0,5,10,1
O100207,C0377,ITEM0123,PLANT_A,2024-12-19,2024-12-25,2024-12-26,1,76,233,6.6,0.83,2,0,3,12,1
O100208,C0246,ITEM0149,PLANT_A,2024-04-06,2024-04-15,2024-04-14,2,201,154,7.8,0.98,18,0,5,4,0
O100209,C0016,ITEM0166,PLANT_B,2024-10-11,2024-10-15,2024-10-19,2,278,297,7.8,0.93,7,0,4,10,1
O100210,C0051,ITEM0044,PLANT_A,2024-04-05,2024-04-12,2024-04-12,2,152,336,7.3,0.76,9,0,4,4,0
O100211,C0073,ITEM0091,PLANT_B,2024-09-18,2024-09-24,2024-09-22,2,110,391,4.4,0.84,2,1,2,9,1
O100212,C0232,ITEM0172,PLANT_A,2024-10-14,2024-10-15,2024-10-16,2,219,294,2.0,0.66,2,0,0,10,1
O100213,C0308,ITEM0033,PLANT_A,2024-06-13,2024-06-19,2024-06-18,2,439,338,5.3,0.93,11,0,3,6,0
O100214,C0402,ITEM0165,PLANT_A,2024-09-25,2024-10-06,2024-10-06,1,208,441,10.6,0.81,8,1,2,9,1
O100215,C0117,ITEM0058,PLANT_A,2024-04-09,2024-04-18,2024-04-20,2,417,474,10.7,0.91,14,0,1,4,1
O100216,C0394,ITEM0116,PLANT_B,2024-01-29,2024-02-05,2024-02-04,2,338,152,6.5,1.0,16,0,0,1,0
O100217,C0334,ITEM0102,PLANT_C,2024-02-05,2024-02-09,2024-02-10,3,65,0,5.1,1.0,2,0,0,2,1
O100218,C0026,ITEM0138,PLANT_B,2024-06-12,2024-06-20,2024-06-20,2,457,523,7.6,0.84,19,1,2,6,0
O100219,C0176,ITEM0168,PLANT_A,2024-11-25,2024-12-04,2024-12-03,2,294,497,7.9,0.82,18,0,0,11,0
O100220,C0152,ITEM0070,PLANT_A,2024-02-16,2024-02-25,2024-02-24,2,284,510,8.2,1.0,11,0,4,2,0
O100221,C0444,ITEM0035,PLANT_C,2024-06-15,2024-06-17,2024-06-17,1,348,241,1.9,0.82,8,0,5,6,1
O100222,C0461,ITEM0085,PLANT_A,2024-09-13,2024-09-27,2024-09-26,1,21,182,13.3,0.98,4,1,4,9,0
O100223,C0410,ITEM0123,PLANT_A,2024-03-14,2024-03-22,2024-03-23,3,126,406,9.3,1.0,5,1,3,3,1
O100224,C0265,ITEM0151,PLANT_C,2024-09-20,2024-09-27,2024-09-27,1,397,596,6.6,0.95,14,0,4,9,0
O100225,C0247,ITEM0151,PLANT_A,2024-04-21,2024-04-25,2024-04-27,1,313,471,5.6,0.99,3,0,6,4,0
O100226,C0156,ITEM0068,PLANT_A,2024-10-22,2024-11-02,2024-10-31,3,195,392,9.0,0.99,19,0,1,10,1
O100227,C0387,ITEM0188,PLANT_A,2024-07-30,2024-08-08,2024-08-07,2,231,309,8.0,0.86,3,0,1,7,0
O100228,C0044,ITEM0017,PLANT_B,2024-07-18,2024-07-26,2024-07-25,2,310,413,7.2,0.92,15,0,3,7,0
O100229,C0136,ITEM0024,PLANT_A,2024-03-05,2024-03-15,2024-03-13,2,241,307,7.9,0.82,17,1,1,3,0
O100230,C0068,ITEM0005,PLANT_B,2024-06-18,2024-06-24,2024-06-25,3,229,506,6.8,1.0,6,1,1,6,1
O100231,C0248,ITEM0186,PLANT_A,2024-11-08,2024-11-15,2024-11-16,1,276,257,7.8,0.81,10,1,4,11,1
O100232,C0150,ITEM0037,PLANT_A,2024-01-08,2024-01-16,2024-01-16,2,141,329,8.5,0.96,11,0,0,1,0
O100233,C0099,ITEM0121,PLANT_A,2024-10-03,2024-10-08,2024-10-11,3,285,95,7.7,0.99,16,1,3,10,1
O100234,C0189,ITEM0163,PLANT_C,2024-06-28,2024-07-03,2024-07-06,3,346,355,7.6,0.86,1,0,4,6,0
O100235,C0431,ITEM0154,PLANT_A,2024-09-19,2024-09-30,2024-09-29,3,355,612,9.8,0.84,5,1,3,9,1
O100236,C0280,ITEM0190,PLANT_B,2024-08-30,2024-09-01,2024-09-03,2,310,231,3.8,0.89,3,0,4,8,1
O100237,C0412,ITEM0011,PLANT_A,2024-06-06,2024-06-10,2024-06-11,3,226,423,5.4,0.83,7,1,3,6,1
O100238,C0457,ITEM0082,PLANT_A,2024-04-22,2024-04-29,2024-04-29,2,327,378,7.1,0.91,13,0,0,4,0
O100239,C0452,ITEM0102,PLANT_A,2024-08-16,2024-08-21,2024-08-22,3,361,228,5.5,0.83,8,0,4,8,1
O100240,C0176,ITEM0140,PLANT_B,2024-02-21,2024-02-29,2024-02-27,3,155,8,6.2,0.83,10,0,2,2,1
O100241,C0439,ITEM0125,PLANT_A,2024-08-01,2024-08-11,2024-08-11,1,243,104,9.6,0.94,9,1,3,8,1
O100242,C0455,ITEM0112,PLANT_C,2024-02-04,2024-02-10,2024-02-11,2,339,371,6.7,0.95,1,0,6,2,1
O100243,C0480,ITEM0062,PLANT_C,2024-08-25,2024-08-30,2024-08-28,2,331,285,3.3,0.88,2,0,6,8,0
O100244,C0176,ITEM0022,PLANT_B,2024-08-17,2024-08-24,2024-08-23,3,248,495,6.2,0.77,5,0,5,8,1
O100245,C0115,ITEM0087,PLANT_B,2024-01-31,2024-02-05,2024-02-07,1,132,313,7.1,0.99,1,1,2,1,1
O100246,C0293,ITEM0052,PLANT_B,2024-10-03,2024-10-10,2024-10-10,3,455,326,7.1,0.86,16,1,3,10,1
O100247,C0466,ITEM0111,PLANT_B,2024-05-31,2024-06-07,2024-06-08,2,271,322,8.1,1.0,19,0,4,5,0
O100248,C0451,ITEM0160,PLANT_A,2024-10-14,2024-10-21,2024-10-22,2,270,452,7.9,0.89,10,0,0,10,1
O100249,C0286,ITEM0111,PLANT_C,2024-01-16,2024-01-26,2024-01-23,2,234,361,6.7,0.91,13,0,1,1,0
O100250,C0075,ITEM0117,PLANT_C,2024-03-06,2024-03-11,2024-03-11,3,380,184,4.6,0.87,2,0,2,3,1
O100251,C0212,ITEM0009,PLANT_A,2024-06-29,2024-07-05,2024-07-05,1,151,0,6.1,0.92,2,0,5,6,1
O100252,C0358,ITEM0129,PLANT_C,2024-03-09,2024-03-15,2024-03-15,2,468,559,5.8,1.0,12,1,5,3,0
O100253,C0281,ITEM0088,PLANT_C,2024-04-30,2024-05-08,2024-05-06,1,32,293,6.4,0.87,15,0,1,4,0
O100254,C0173,ITEM0025,PLANT_A,2024-08-29,2024-09-05,2024-09-06,3,7,0,8.4,1.0,18,0,3,8,1
O100255,C0172,ITEM0043,PLANT_C,2024-02-22,2024-02-29,2024-03-01,3,255,137,7.8,0.91,7,0,3,2,1
O100256,C0030,ITEM0157,PLANT_A,2024-09-04,2024-09-14,2024-09-13,2,429,323,8.6,0.99,8,0,2,9,1
O100257,C0145,ITEM0184,PLANT_A,2024-02-07,2024-02-11,2024-02-13,2,5,0,6.2,0.75,16,1,2,2,0
O100258,C0335,ITEM0102,PLANT_A,2024-03-04,2024-03-16,2024-03-14,2,339,584,10.0,1.0,3,0,0,3,1
O100259,C0121,ITEM0196,PLANT_B,2024-08-02,2024-08-08,2024-08-10,2,195,468,8.3,0.93,19,0,4,8,0
O100260,C0497,ITEM0037,PLANT_A,2024-10-16,2024-10-23,2024-10-23,3,11,0,7.2,0.88,6,0,2,10,0
O100261,C0042,ITEM0060,PLANT_C,2024-03-03,2024-03-09,2024-03-11,2,185,351,8.2,0.97,1,1,6,3,1
O100262,C0295,ITEM0187,PLANT_A,2024-04-19,2024-04-23,2024-04-25,2,323,128,5.6,0.91,16,1,4,4,1
O100263,C0249,ITEM0036,PLANT_A,2024-12-03,2024-12-08,2024-12-06,3,317,372,2.8,0.81,19,1,1,12,0
O100264,C0417,ITEM0132,PLANT_B,2024-12-27,2025-01-03,2025-01-02,2,424,537,5.8,0.71,10,0,4,12,1
O100265,C0444,ITEM0044,PLANT_A,2024-07-31,2024-08-10,2024-08-08,1,493,724,8.5,1.0,4,0,2,7,0
O100266,C0272,ITEM0067,PLANT_B,2024-06-12,2024-06-17,2024-06-19,1,28,238,7.2,0.88,3,0,2,6,0
O100267,C0316,ITEM0096,PLANT_A,2024-05-06,2024-05-11,2024-05-13,2,429,259,6.7,0.85,6,0,0,5,1
O100268,C0350,ITEM0072,PLANT_C,2024-08-11,2024-08-17,2024-08-16,2,5,11,5.3,0.86,11,0,6,8,0
O100269,C0261,ITEM0175,PLANT_B,2024-08-03,2024-08-07,2024-08-06,1,487,325,3.1,1.0,12,0,5,8,0
O100270,C0093,ITEM0195,PLANT_A,2024-04-17,2024-04-26,2024-04-27,2,387,191,9.8,0.86,14,1,2,4,1
O100271,C0215,ITEM0101,PLANT_A,2024-01-09,2024-01-15,2024-01-16,2,475,352,6.6,0.95,14,0,1,1,1
O100272,C0121,ITEM0106,PLANT_A,2024-02-25,2024-02-29,2024-03-02,2,34,300,6.1,0.87,5,1,6,2,1
O100273,C0233,ITEM0012,PLANT_C,2024-12-15,2024-12-23,2024-12-21,1,37,0,5.7,0.8,4,0,6,12,0
O100274,C0308,ITEM0047,PLANT_B,2024-06-01,2024-06-10,2024-06-11,2,492,661,9.5,0.97,19,0,5,6,0
O100275,C0105,ITEM0008,PLANT_A,2024-06-25,2024-07-04,2024-07-04,1,141,295,8.8,0.99,3,0,1,6,0
O100276,C0125,ITEM0172,PLANT_A,2024-06-19,2024-06-24,2024-06-24,2,191,424,5.1,0.85,10,0,2,6,0
O100277,C0412,ITEM0046,PLANT_C,2024-10-12,2024-10-23,2024-10-21,1,149,215,9.3,0.9,6,0,5,10,0
O100278,C0189,ITEM0069,PLANT_A,2024-01-24,2024-01-29,2024-01-31,2,79,366,6.7,0.91,14,0,2,1,1
O100279,C0100,ITEM0169,PLANT_B,2024-01-31,2024-02-08,2024-02-06,3,36,49,5.8,0.94,7,1,2,1,1
O100280,C0357,ITEM0143,PLANT_B,2024-04-10,2024-04-14,2024-04-16,1,68,261,6.4,1.0,2,1,2,4,1
O100281,C0359,ITEM0125,PLANT_A,2024-06-26,2024-07-03,2024-07-01,3,423,614,5.4,0.87,7,0,2,6,0
O100282,C0414,ITEM0008,PLANT_B,2024-09-01,2024-09-03,2024-09-05,2,14,85,4.4,0.87,2,0,6,9,1
O100283,C0380,ITEM0113,PLANT_A,2024-06-28,2024-07-06,2024-07-07,2,447,405,8.6,0.89,4,0,4,6,0
O100284,C0496,ITEM0113,PLANT_A,2024-06-10,2024-06-19,2024-06-17,2,110,0,6.6,0.82,9,1,0,6,1
O100285,C0288,ITEM0064,PLANT_C,2024-12-08,2024-12-17,2024-12-16,2,302,144,8.2,0.76,19,1,6,12,1
O100286,C0144,ITEM0149,PLANT_B,2024-02-28,2024-03-07,2024-03-07,3,129,178,7.6,0.91,4,1,2,2,1
O100287,C0432,ITEM0186,PLANT_C,2024-07-27,2024-08-03,2024-08-04,3,445,443,8.1,0.94,16,0,5,7,1
O100288,C0133,ITEM0052,PLANT_B,2024-07-16,2024-07-18,2024-07-19,3,21,0,2.9,0.9,10,1,1,7,1
O100289,C0146,ITEM0067,PLANT_A,2024-06-21,2024-06-28,2024-06-26,2,357,540,5.3,0.89,19,0,4,6,0
O100290,C0415,ITEM0065,PLANT_B,2024-10-21,2024-10-30,2024-10-29,2,467,348,8.1,0.83,10,0,0,10,0
O100291,C0441,ITEM0167,PLANT_B,2024-04-07,2024-04-13,2024-04-11,1,220,257,4.5,0.92,2,1,6,4,0
O100292,C0170,ITEM0016,PLANT_A,2024-12-14,2024-12-22,2024-12-22,2,225,239,7.7,0.91,8,0,5,12,0
O100293,C0365,ITEM0180,PLANT_A,2024-05-01,2024-05-05,2024-05-05,1,75,363,4.2,0.94,2,1,2,5,0
O100294,C0462,ITEM0156,PLANT_B,2024-07-17,2024-07-25,2024-07-24,1,439,291,7.0,0.93,5,0,2,7,0
O100295,C0400,ITEM0097,PLANT_B,2024-07-09,2024-07-20,2024-07-19,2,479,707,10.2,0.93,11,1,1,7,0
O100296,C0003,ITEM0117,PLANT_A,2024-11-06,2024-11-14,2024-11-15,3,248,390,8.5,1.0,18,0,2,11,1
O100297,C0333,ITEM0179,PLANT_C,2024-06-09,2024-06-10,2024-06-12,1,346,541,3.3,0.95,12,0,6,6,0
O100298,C0085,ITEM0154,PLANT_A,2024-04-13,2024-04-23,2024-04-22,2,379,567,8.7,0.94,7,1,5,4,0
O100299,C0424,ITEM0056,PLANT_A,2024-01-08,2024-01-19,2024-01-19,2,177,363,10.6,0.76,13,0,0,1,0
O100300,C0034,ITEM0011,PLANT_A,2024-05-12,2024-05-24,2024-05-25,3,2,19,12.6,0.98,5,0,6,5,1
O100301,C0497,ITEM0132,PLANT_C,2024-10-28,2024-11-07,2024-11-05,2,65,155,8.0,0.88,2,0,0,10,0
O100302,C0089,ITEM0030,PLANT_A,2024-01-04,2024-01-09,2024-01-08,1,448,430,4.3,0.91,14,1,3,1,0
O100303,C0211,ITEM0018,PLANT_A,2024-11-23,2024-12-01,2024-12-01,1,399,649,7.9,0.8,17,1,5,11,1
O100304,C0118,ITEM0197,PLANT_A,2024-07-17,2024-07-29,2024-07-27,2,48,0,10.2,1.0,12,1,2,7,1
O100305,C0407,ITEM0095,PLANT_B,2024-02-21,2024-02-29,2024-02-28,2,401,495,6.6,0.7,10,1,2,2,1
O100306,C0197,ITEM0131,PLANT_B,2024-04-20,2024-04-30,2024-04-29,3,441,346,9.1,1.0,9,1,5,4,1
O100307,C0373,ITEM0044,PLANT_A,2024-07-21,2024-07-26,2024-07-26,3,271,257,5.3,0.93,7,0,6,7,0
O100308,C0034,ITEM0021,PLANT_C,2024-04-25,2024-05-06,2024-05-03,3,226,507,7.7,0.75,19,0,3,4,0
O100309,C0227,ITEM0013,PLANT_A,2024-02-09,2024-02-10,2024-02-11,2,499,396,2.0,1.0,10,0,4,2,0
O100310,C0456,ITEM0071,PLANT_A,2024-08-31,2024-09-06,2024-09-05,3,436,678,5.1,0.94,17,1,5,8,0
O100311,C0464,ITEM0001,PLANT_B,2024-09-02,2024-09-09,2024-09-09,2,193,399,7.0,0.71,1,0,0,9,1
O100312,C0105,ITEM0085,PLANT_B,2024-02-13,2024-02-20,2024-02-19,1,238,221,6.3,0.87,7,1,1,2,0
O100313,C0198,ITEM0065,PLANT_A,2024-04-12,2024-04-18,2024-04-16,2,471,456,4.4,0.94,5,1,4,4,1
O100314,C0205,ITEM0106,PLANT_B,2024-03-30,2024-04-05,2024-04-05,2,460,262,6.0,1.0,3,0,5,3,1
O100315,C0283,ITEM0118,PLANT_A,2024-08-28,2024-09-06,2024-09-05,2,315,510,7.7,0.87,19,0,2,8,0
O100316,C0269,ITEM0062,PLANT_B,2024-09-23,2024-09-30,2024-09-30,3,324,457,6.8,0.69,1,0,0,9,1
O100317,C0053,ITEM0092,PLANT_B,2024-09-22,2024-09-28,2024-09-29,3,368,659,7.1,1.0,11,0,6,9,1
O100318,C0382,ITEM0016,PLANT_C,2024-12-08,2024-12-18,2024-12-16,2,145,90,8.5,0.94,5,0,6,12,0
O100319,C0113,ITEM0061,PLANT_A,2024-10-07,2024-10-14,2024-10-13,2,458,457,6.3,0.72,2,1,0,10,1
O100320,C0158,ITEM0196,PLANT_B,2024-04-27,2024-05-06,2024-05-07,1,147,290,9.7,0.93,19,0,5,4,0
O100321,C0421,ITEM0199,PLANT_B,2024-02-09,2024-02-16,2024-02-14,2,415,385,5.0,0.94,6,1,4,2,0
O100322,C0345,ITEM0098,PLANT_A,2024-08-12,2024-08-22,2024-08-23,1,410,369,10.9,0.87,7,0,0,8,1
O100323,C0199,ITEM0188,PLANT_A,2024-11-30,2024-12-09,2024-12-09,2,145,30,9.2,0.83,4,1,5,11,1
O100324,C0457,ITEM0101,PLANT_C,2024-12-21,2024-12-27,2024-12-27,2,404,698,6.3,0.85,14,1,5,12,1
O100325,C0198,ITEM0026,PLANT_A,2024-03-25,2024-04-02,2024-03-31,3,433,470,6.4,0.87,18,0,0,3,0
O100326,C0283,ITEM0174,PLANT_B,2024-03-27,2024-04-03,2024-04-03,3,248,432,7.4,0.93,7,0,2,3,0
O100327,C0123,ITEM0084,PLANT_A,2024-01-14,2024-01-23,2024-01-22,1,270,397,8.2,0.96,16,1,6,1,1
O100328,C0092,ITEM0123,PLANT_C,2024-02-21,2024-03-02,2024-03-01,3,255,354,9.2,0.73,8,1,2,2,1
O100329,C0246,ITEM0130,PLANT_A,2024-07-21,2024-07-25,2024-07-25,1,23,0,4.3,0.92,11,1,6,7,0
O100330,C0282,ITEM0062,PLANT_C,2024-07-18,2024-07-29,2024-07-26,2,270,227,7.9,0.94,16,0,3,7,0
O100331,C0403,ITEM0147,PLANT_B,2024-05-15,2024-05-17,2024-05-18,2,337,379,2.8,0.91,19,1,2,5,1
O100332,C0196,ITEM0101,PLANT_A,2024-04-23,2024-04-28,2024-04-30,1,281,148,6.6,0.87,12,0,1,4,1
O100333,C0448,ITEM0074,PLANT_B,2024-10-29,2024-11-09,2024-11-08,1,250,318,9.9,1.0,8,0,1,10,0
O100334,C0304,ITEM0060,PLANT_B,2024-06-16,2024-06-17,2024-06-20,2,251,96,4.2,1.0,9,1,6,6,0
O100335,C0036,ITEM0150,PLANT_A,2024-10-22,2024-10-28,2024-10-26,1,268,205,3.8,0.87,17,0,1,10,1
O100336,C0370,ITEM0050,PLANT_A,2024-12-17,2024-12-25,2024-12-24,3,464,580,7.4,0.89,7,0,1,12,0
O100337,C0288,ITEM0025,PLANT_B,2024-04-25,2024-05-03,2024-05-05,2,206,17,9.8,0.96,9,0,3,4,0
O100338,C0195,ITEM0177,PLANT_B,2024-03-14,2024-03-20,2024-03-22,2,112,0,7.7,1.0,15,0,3,3,0
O100339,C0234,ITEM0067,PLANT_A,2024-12-13,2024-12-14,2024-12-16,3,32,0,3.2,0.83,17,0,4,12,0
O100340,C0151,ITEM0129,PLANT_C,2024-08-19,2024-08-23,2024-08-23,2,435,612,3.6,0.82,9,0,0,8,0
O100341,C0308,ITEM0144,PLANT_A,2024-04-16,2024-04-21,2024-04-23,2,90,291,7.2,0.92,18,0,1,4,0
O100342,C0284,ITEM0168,PLANT_A,2024-08-14,2024-08-19,2024-08-19,3,209,9,4.6,0.81,17,0,2,8,1
O100343,C0224,ITEM0126,PLANT_B,2024-07-06,2024-07-13,2024-07-13,2,378,317,7.3,0.74,9,1,5,7,1
O100344,C0143,ITEM0142,PLANT_A,2024-11-26,2024-12-03,2024-12-03,1,90,0,7.4,0.83,6,0,1,11,1
O100345,C0200,ITEM0168,PLANT_A,2024-04-03,2024-04-10,2024-04-09,2,117,0,6.0,0.93,4,0,2,4,1
O100346,C0249,ITEM0189,PLANT_B,2024-12-27,2025-01-08,2025-01-07,2,318,589,10.6,1.0,3,1,4,12,0
O100347,C0236,ITEM0010,PLANT_A,2024-12-07,2024-12-17,2024-12-15,3,314,326,8.2,0.84,4,1,5,12,0
O100348,C0155,ITEM0149,PLANT_A,2024-03-06,2024-03-14,2024-03-15,1,122,319,9.4,0.89,2,0,2,3,1
O100349,C0291,ITEM0035,PLANT_B,2024-03-01,2024-03-10,2024-03-10,2,271,412,8.8,0.91,6,0,4,3,0
O100350,C0114,ITEM0179,PLANT_B,2024-07-13,2024-07-19,2024-07-20,3,352,376,6.7,0.85,19,0,5,7,0
O100351,C0251,ITEM0010,PLANT_C,2024-01-17,2024-01-24,2024-01-24,3,111,287,6.6,0.84,5,0,2,1,1
O100352,C0061,ITEM0050,PLANT_B,2024-04-19,2024-04-24,2024-04-25,1,222,146,6.4,0.93,8,1,4,4,0
O100353,C0237,ITEM0039,PLANT_A,2024-06-07,2024-06-15,2024-06-15,2,141,147,8.4,0.8,8,1,4,6,1
O100354,C0392,ITEM0121,PLANT_A,2024-12-19,2024-12-24,2024-12-25,3,470,459,5.7,0.84,10,0,3,12,1
O100355,C0409,ITEM0001,PLANT_B,2024-12-28,2025-01-08,2025-01-07,2,192,277,10.5,0.88,10,0,5,12,0
O100356,C0348,ITEM0004,PLANT_A,2024-02-25,2024-03-02,2024-03-02,1,428,333,5.5,0.93,12,1,6,2,1
O100357,C0373,ITEM0101,PLANT_A,2024-11-21,2024-11-29,2024-11-28,1,440,612,7.4,0.78,2,1,3,11,1
O100358,C0033,ITEM0195,PLANT_C,2024-02-03,2024-02-09,2024-02-10,3,84,304,6.5,0.89,7,1,5,2,1
O100359,C0171,ITEM0106,PLANT_B,2024-09-30,2024-10-05,2024-10-06,2,470,714,6.1,0.8,18,0,0,9,0
O100360,C0328,ITEM0090,PLANT_B,2024-11-04,2024-11-16,2024-11-15,2,25,272,11.3,0.85,19,1,0,11,1
O100361,C0401,ITEM0132,PLANT_A,2024-11-21,2024-11-26,2024-11-27,3,193,312,6.1,0.96,1,0,3,11,1
O100362,C0292,ITEM0111,PLANT_A,2024-03-22,2024-03-29,2024-03-28,2,80,278,6.4,0.89,12,0,4,3,0
O100363,C0427,ITEM0077,PLANT_A,2024-11-22,2024-11-27,2024-11-28,1,24,169,5.7,1.0,3,0,4,11,1
O100364,C0137,ITEM0118,PLANT_B,2024-02-12,2024-02-19,2024-02-19,2,276,552,7.1,0.89,11,0,0,2,0
O100365,C0077,ITEM0001,PLANT_A,2024-07-08,2024-07-15,2024-07-15,3,300,149,6.8,0.98,1,0,0,7,1
O100366,C0044,ITEM0049,PLANT_A,2024-06-20,2024-06-27,2024-06-25,2,291,190,4.8,0.96,15,0,3,6,1
O100367,C0292,ITEM0135,PLANT_A,2024-04-25,2024-05-02,2024-05-01,2,209,219,6.2,0.9,19,0,3,4,0
O100368,C0333,ITEM0069,PLANT_B,2024-01-09,2024-01-17,2024-01-17,1,393,503,8.2,0.79,3,0,1,1,0
O100369,C0143,ITEM0011,PLANT_B,2024-10-08,2024-10-16,2024-10-17,1,246,490,9.1,0.89,8,0,1,10,0
O100370,C0392,ITEM0025,PLANT_A,2024-05-02,2024-05-10,2024-05-09,3,267,114,7.0,0.86,4,1,3,5,1
O100371,C0370,ITEM0174,PLANT_A,2024-08-29,2024-09-05,2024-09-05,1,221,101,7.1,0.85,4,1,3,8,1
O100372,C0181,ITEM0066,PLANT_A,2024-05-29,2024-06-02,2024-06-04,1,104,334,6.3,0.91,16,0,2,5,0
O100373,C0120,ITEM0005,PLANT_A,2024-05-16,2024-05-22,2024-05-22,3,327,281,6.0,0.78,3,0,3,5,1
O100374,C0372,ITEM0146,PLANT_B,2024-11-19,2024-11-24,2024-11-24,2,414,222,5.2,0.83,3,0,1,11,0
O100375,C0336,ITEM0107,PLANT_A,2024-02-04,2024-02-07,2024-02-08,2,152,290,3.9,0.82,8,0,6,2,0
O100376,C0086,ITEM0091,PLANT_B,2024-09-25,2024-09-30,2024-10-01,3,232,470,5.6,0.88,6,0,2,9,0
O100377,C0128,ITEM0179,PLANT_B,2024-09-29,2024-10-08,2024-10-08,1,446,697,8.8,0.84,19,1,6,9,0
O100378,C0243,ITEM0063,PLANT_C,2024-05-18,2024-05-24,2024-05-24,2,104,331,6.2,0.84,8,0,5,5,1
O100379,C0256,ITEM0115,PLANT_C,2024-04-05,2024-04-13,2024-04-11,2,211,40,6.3,0.91,11,1,4,4,0
O100380,C0083,ITEM0149,PLANT_A,2024-01-02,2024-01-06,2024-01-08,1,135,2,6.3,0.86,2,1,1,1,1
O100381,C0475,ITEM0122,PLANT_A,2024-12-07,2024-12-20,2024-12-16,2,171,406,9.5,0.9,7,0,5,12,0
O100382,C0195,ITEM0042,PLANT_A,2024-12-11,2024-12-16,2024-12-16,2,230,376,5.1,0.81,4,1,2,12,0
O100383,C0191,ITEM0137,PLANT_B,2024-03-28,2024-04-05,2024-04-05,3,461,371,7.6,0.83,7,0,3,3,0
O100384,C0031,ITEM0149,PLANT_A,2024-01-12,2024-01-19,2024-01-19,3,7,0,6.9,1.0,6,0,4,1,1
O100385,C0438,ITEM0025,PLANT_A,2024-02-14,2024-02-19,2024-02-21,3,179,409,7.1,0.84,3,1,2,2,1
O100386,C0118,ITEM0034,PLANT_A,2024-01-25,2024-01-31,2024-02-01,2,433,697,7.5,0.73,11,0,3,1,0
O100387,C0494,ITEM0135,PLANT_A,2024-10-30,2024-11-05,2024-11-06,2,42,286,7.1,0.93,10,0,2,10,0
O100388,C0249,ITEM0024,PLANT_B,2024-11-21,2024-12-01,2024-11-30,3,253,283,8.6,0.84,10,1,3,11,1
O100389,C0438,ITEM0177,PLANT_B,2024-02-25,2024-03-01,2024-03-03,2,78,265,6.9,0.92,9,0,6,2,0
O100390,C0090,ITEM0022,PLANT_B,2024-09-29,2024-10-08,2024-10-09,3,280,102,10.5,0.89,10,1,6,9,1
O100391,C0083,ITEM0195,PLANT_C,2024-03-06,2024-03-13,2024-03-13,3,357,618,7.1,0.94,14,0,2,3,0
O100392,C0401,ITEM0135,PLANT_A,2024-05-14,2024-05-18,2024-05-18,2,317,227,3.6,0.89,5,0,1,5,1
O100393,C0410,ITEM0089,PLANT_A,2024-08-06,2024-08-15,2024-08-14,1,281,561,8.3,0.88,4,0,1,8,0
O100394,C0272,ITEM0054,PLANT_A,2024-09-19,2024-09-25,2024-09-27,2,371,179,7.8,0.99,13,0,3,9,1
O100395,C0017,ITEM0069,PLANT_B,2024-11-15,2024-11-20,2024-11-22,2,267,529,7.1,0.72,3,1,4,11,1
O100396,C0472,ITEM0150,PLANT_B,2024-01-17,2024-01-24,2024-01-23,2,306,369,6.5,0.79,7,0,2,1,0
O100397,C0197,ITEM0151,PLANT_A,2024-03-12,2024-03-17,2024-03-15,2,41,97,2.8,0.83,12,0,1,3,0
O100398,C0468,ITEM0042,PLANT_C,2024-04-12,2024-04-15,2024-04-15,3,11,149,3.1,0.76,12,0,4,4,1
O100399,C0436,ITEM0109,PLANT_A,2024-04-23,2024-05-02,2024-05-03,2,82,113,10.3,0.86,15,0,1,4,1
O100400,C0426,ITEM0199,PLANT_A,2024-12-30,2025-01-04,2025-01-05,2,270,545,5.8,0.85,9,0,0,12,0
O100401,C0345,ITEM0052,PLANT_B,2024-10-10,2024-10-20,2024-10-19,3,198,50,8.9,0.98,10,0,3,10,1
O100402,C0337,ITEM0139,PLANT_C,2024-04-26,2024-04-29,2024-04-30,3,183,311,3.8,0.89,1,0,4,4,1
O100403,C0267,ITEM0035,PLANT_B,2024-12-20,2024-12-27,2024-12-25,3,224,132,4.9,0.88,16,0,4,12,0
O100404,C0013,ITEM0167,PLANT_C,2024-07-01,2024-07-11,2024-07-09,1,494,312,8.4,0.87,5,1,0,7,1
O100405,C0194,ITEM0035,PLANT_A,2024-07-01,2024-07-08,2024-07-08,3,188,314,6.8,0.82,16,0,0,7,1
O100406,C0366,ITEM0060,PLANT_B,2024-06-07,2024-06-12,2024-06-15,3,222,360,8.1,0.97,13,1,4,6,1
O100407,C0407,ITEM0092,PLANT_C,2024-02-22,2024-02-28,2024-02-29,3,251,114,7.0,1.0,18,0,3,2,1
O100408,C0280,ITEM0075,PLANT_B,2024-12-07,2024-12-13,2024-12-14,2,387,550,6.6,0.8,17,0,5,12,1
O100409,C0355,ITEM0035,PLANT_A,2024-01-06,2024-01-11,2024-01-12,1,367,638,5.6,1.0,8,0,5,1,0
O100410,C0011,ITEM0129,PLANT_C,2024-03-04,2024-03-09,2024-03-09,2,489,636,4.6,0.85,8,0,0,3,0
O100411,C0235,ITEM0004,PLANT_A,2024-03-24,2024-04-03,2024-04-03,2,318,231,9.8,0.84,18,1,6,3,1
